phrase,tsne_0,tsne_1,tsne_2,tsne_3,label
analog filters,0.5362682938575745,2.753422498703003,-3.665527105331421,-12.544771194458008,cs
analog recording,0.46270549297332764,2.922132968902588,-3.668076753616333,-12.484928131103516,cs
analog signal,0.46183931827545166,2.8842389583587646,-3.664121150970459,-12.457039833068848,cs
analog-to-digital converter,0.2757302224636078,3.545567750930786,-3.797732353210449,-12.481834411621094,cs
application crashing,2.961224317550659,-5.539365291595459,-7.507587432861328,-5.78407621383667,cs
application programming interface,1.1439796686172485,4.9661545753479,-1.4093098640441895,6.382795333862305,cs
application programming interfaces,1.1338834762573242,5.000189781188965,-1.3684124946594238,6.379611492156982,cs
applied mathematics,-1.660393238067627,3.825744867324829,6.9121198654174805,8.86693286895752,cs
approximation algorithms,-4.609502792358398,-1.6353422403335571,5.300297737121582,7.6140570640563965,cs
arnoldi iteration,-2.2253618240356445,4.036966323852539,4.1731276512146,-2.91430926322937,cs
array list,-3.2459633350372314,3.2631454467773438,3.8927218914031982,2.1151716709136963,cs
artificial bee colony algorithm,-2.3745970726013184,11.598164558410645,5.928514003753662,2.1387581825256348,cs
artificial consciousness,0.5009043216705322,-1.4701886177062988,-9.732586860656738,-6.431892395019531,cs
artificial intelligence,1.3160935640335083,11.078269004821777,-0.005100468173623085,8.781149864196777,cs
artificial intelligent agents,1.0040162801742554,11.454463958740234,0.11454340815544128,8.801468849182129,cs
artificial neural network,0.9440874457359314,11.72260856628418,-0.001932341605424881,6.864632606506348,cs
artificial neural networks,0.9414125680923462,11.697589874267578,-0.011949393898248672,6.843993186950684,cs
artificial neurons,0.24666215479373932,-1.6895347833633423,-9.893912315368652,-6.687912464141846,cs
artificial neurons stochastic transfer functions,0.7346529364585876,12.007132530212402,0.8487905859947205,7.322254657745361,cs
artificial systems,0.4452446699142456,-1.562508225440979,-9.725166320800781,-6.458837509155273,cs
associative arrays,-2.9880855083465576,2.824279308319092,2.4664859771728516,1.072705626487732,cs
associative classifier,-3.9691219329833984,2.7960219383239746,0.7264811396598816,3.42816424369812,cs
augmented reality,4.558986663818359,1.2865442037582397,-1.105183482170105,10.55783748626709,cs
authentication mechanism,4.248377799987793,3.561758279800415,-3.0968410968780518,5.2469072341918945,cs
automata theory,1.2870737314224243,6.311395168304443,3.8713912963867188,7.519186973571777,cs
automata-based programming,1.153418779373169,6.296766757965088,3.636338949203491,7.501674175262451,cs
automatic memory management,-3.139711618423462,7.454705715179443,8.308613777160645,5.319499969482422,cs
automatic speech recognition,1.1048003435134888,-5.618229389190674,-2.9743762016296387,7.654636859893799,cs
autonomic computing,1.3339141607284546,1.0391921997070312,1.871687889099121,9.749502182006836,cs
autonomic networking,1.0816771984100342,0.5864750742912292,1.6775425672531128,9.542231559753418,cs
autonomous operation,-0.1735817790031433,-0.7525308132171631,3.0273232460021973,-10.41644287109375,cs
autonomous processing nodes,5.287693500518799,1.7248088121414185,1.3472418785095215,7.190652370452881,cs
avl trees,-2.6608633995056152,-8.74293327331543,0.12252373993396759,1.85261070728302,cs
axiomatic set theory,-3.572540283203125,1.655992865562439,3.2136518955230713,5.712440013885498,cs
back end,-3.2061874866485596,1.2019097805023193,-2.4359445571899414,-5.196706295013428,cs
backpropagation based artificial neural networks,0.8453847765922546,11.648590087890625,0.29136550426483154,6.530576705932617,cs
backward euler method,0.9730907082557678,-4.9737548828125,-2.760646104812622,-4.825002670288086,cs
balanced binary search trees,-1.1750982999801636,3.207468271255493,-1.4688102006912231,-9.187472343444824,cs
basic function,-3.3568291664123535,0.8782116174697876,1.9196594953536987,-8.470990180969238,cs
bayes net,-0.7152609825134277,3.788151979446411,3.9752564430236816,-0.9101526141166687,cs
bayes network,-0.7201000452041626,3.8400795459747314,4.072761535644531,-0.8963460326194763,cs
bayesian network,1.1716104745864868,10.75473403930664,1.060136318206787,0.8017994165420532,cs
bayesian networks,1.1696211099624634,10.751598358154297,1.0650434494018555,0.8076760768890381,cs
bcjr algorithm,-2.2190589904785156,8.705709457397461,-1.4107774496078491,1.3730084896087646,cs
behavioral software design pattern,0.23880602419376373,7.726729869842529,-0.8877225518226624,6.7568159103393555,cs
belief network,0.7669920325279236,-2.959263324737549,-3.7696874141693115,5.21661376953125,cs
bernstein basis polynomials,-6.007141590118408,-2.2614619731903076,-4.7806925773620605,7.558328151702881,cs
bernstein polynomial,-6.006202220916748,-2.2664337158203125,-4.785650730133057,7.556034564971924,cs
bernstein polynomials,-6.003452301025391,-2.2819478511810303,-4.801285266876221,7.54551887512207,cs
big data,1.4674655199050903,-8.32071304321289,-2.896571636199951,-1.1719084978103638,cs
binary arithmetic,-1.3074623346328735,1.5803091526031494,-4.948368072509766,-9.574966430664062,cs
binary dependent variable,-3.0027096271514893,-0.2961236536502838,-4.168988227844238,-9.999441146850586,cs
binary file,-2.763666868209839,0.46834084391593933,-3.893524408340454,-9.64100170135498,cs
binary floating point,-2.495851516723633,0.31794121861457825,-4.121352672576904,-10.058084487915039,cs
binary inputs,-2.741957902908325,-0.08393371105194092,-4.16845703125,-9.884849548339844,cs
binary lexicographic code,-1.5917216539382935,0.39189985394477844,-4.854379177093506,-8.12191390991211,cs
binary lexicographic codes,-1.5787237882614136,0.3361350893974304,-4.871513843536377,-8.090963363647461,cs
binary operation,-2.707907199859619,-0.0029268444050103426,-4.1358819007873535,-9.907368659973145,cs
binary search tree,-2.7601776123046875,2.741396903991699,-3.045402765274048,-9.074705123901367,cs
binary search tree algorithm,-2.697998523712158,3.137949228286743,-2.7388365268707275,-9.048835754394531,cs
binary search trees,-2.7983193397521973,2.4326980113983154,-3.2854902744293213,-9.0897855758667,cs
binary space partitioning,-4.381516456604004,0.9118936061859131,-4.76892614364624,-9.211901664733887,cs
binary splitting,-2.991865396499634,0.5566170811653137,-4.48447322845459,-9.72506332397461,cs
binary tree,-2.774280548095703,1.6120365858078003,-3.713759660720825,-9.389201164245605,cs
binary trees,-2.7631099224090576,1.5882515907287598,-3.7423341274261475,-9.391345024108887,cs
bio-inspired computing,2.875056028366089,5.946713447570801,6.757691860198975,8.007678031921387,cs
biodiversity informatics,-0.3817092180252075,3.793398857116699,12.231110572814941,0.7630733251571655,cs
biologically inspired computing,2.872732639312744,5.875698089599609,6.686058521270752,8.063855171203613,cs
bit array,-3.131829261779785,5.167805194854736,-1.213232159614563,5.393147945404053,cs
bit sequences,-3.259411334991455,5.041338920593262,-1.273431658744812,5.396972179412842,cs
bit slicing,-1.9119070768356323,2.6642982959747314,-8.182963371276855,3.814013719558716,cs
bit string,-2.115295648574829,2.4272942543029785,-7.600974082946777,3.2003777027130127,cs
bitwise operation,2.179457187652588,3.4854021072387695,-8.692898750305176,-8.529922485351562,cs
bitwise operations,2.18212890625,3.48490834236145,-8.692432403564453,-8.527907371520996,cs
block lanczos algorithm,-0.9285764098167419,7.57411527633667,-2.111534833908081,1.4842896461486816,cs
boltzmann learning rule,-6.449636459350586,7.612081527709961,-0.10690167546272278,3.2169852256774902,cs
bonferroni testing,4.463536739349365,5.476179122924805,1.2779388427734375,-0.378791481256485,cs
boolean algebra,-4.789062023162842,5.7215166091918945,5.8069329261779785,9.266067504882812,cs
boolean function,-5.433239459991455,4.460580348968506,-6.474766254425049,3.8581578731536865,cs
boolean functions,-5.436861038208008,4.459750652313232,-6.545619487762451,3.845106363296509,cs
boolean logic,-5.588824272155762,4.575274467468262,-6.801424026489258,3.438124656677246,cs
boolean operators,-5.435451030731201,4.464148044586182,-6.510824680328369,3.830200672149658,cs
boosting methods,0.743153989315033,11.040364265441895,3.4032609462738037,-1.364898681640625,cs
boundary singularity,-7.1621012687683105,-4.67716121673584,-3.9136345386505127,-3.751565933227539,cs
bsp tree,-3.0251824855804443,-8.026406288146973,0.9546472430229187,2.125495195388794,cs
buffer overflows,2.906752109527588,-4.954067230224609,-10.778789520263672,-6.370165824890137,cs
buffer overflowsruntime error detection tools,2.6033706665039062,-5.0354814529418945,-10.404296875,-6.226079940795898,cs
c4 model,10.054911613464355,-1.5897642374038696,0.8668307662010193,2.3804094791412354,cs
caesar cipher,-6.656371116638184,2.0157487392425537,5.80014705657959,-1.6528795957565308,cs
caesar shift,-6.576986789703369,2.0314743518829346,5.798459053039551,-1.6669189929962158,cs
categorical label,-2.6118268966674805,-0.15694797039031982,-0.6294285655021667,0.13692837953567505,cs
category theory,-3.843964099884033,1.275894284248352,0.1148415058851242,2.6863226890563965,cs
character recognition,3.311896800994873,-3.1813435554504395,0.6877853870391846,3.9997923374176025,cs
character sets,2.6177666187286377,0.06439895182847977,-0.06095194071531296,2.562131881713867,cs
characteristic polynomial,-6.156455993652344,-1.4147292375564575,-3.922287702560425,8.114419937133789,cs
chi-square automatic interaction detection,0.35423722863197327,-8.781147956848145,-4.161135196685791,5.401983737945557,cs
child nodes,-6.3975510597229,-6.625167369842529,0.1611129343509674,5.137139797210693,cs
child vertices,-6.397526741027832,-6.625122547149658,0.16109420359134674,5.1372151374816895,cs
cholesky decomposition,1.2291828393936157,-7.953369140625,-7.278049945831299,-3.959101676940918,cs
classic ad hoc,0.13285115361213684,0.08599905669689178,7.03771448135376,-5.620326995849609,cs
classical backpropagation rule,-2.0403316020965576,4.185361862182617,-1.4971041679382324,-0.7274112105369568,cs
classical computer,-0.4122178554534912,2.172374963760376,0.1368231475353241,13.564037322998047,cs
classification accuracy,4.851205825805664,-3.7094309329986572,0.5008499026298523,-4.701940059661865,cs
classification algorithms,-2.258028745651245,4.289250373840332,-2.2932820320129395,3.251878261566162,cs
classification criteria,-2.0435187816619873,3.7663307189941406,-1.929697871208191,2.9888131618499756,cs
classification problem,-0.09905894100666046,-5.434217929840088,-8.0008544921875,-2.889526844024658,cs
classification tasks,-2.0677380561828613,3.8307626247406006,-1.9726893901824951,3.0364136695861816,cs
clique trees,-2.731821298599243,-8.643330574035645,0.4252444803714752,1.9052757024765015,cs
clock cycle,2.7398736476898193,5.426791191101074,-6.952413082122803,3.632910966873169,cs
clustering algorithms,0.9921212792396545,5.738152027130127,5.084266662597656,2.4403045177459717,cs
code libraries,-1.1196860074996948,6.53312349319458,-0.9048693180084229,4.946965217590332,cs
code stylometry,0.9088954925537109,6.450830936431885,-1.2536429166793823,2.3426692485809326,cs
coding theory,0.9650846719741821,7.097531318664551,-2.7616610527038574,2.981667995452881,cs
cognitive architecture,-0.13439518213272095,-2.880659580230713,3.142712354660034,10.288056373596191,cs
cognitive architectures,-0.12406513839960098,-2.8089399337768555,3.035757541656494,10.388517379760742,cs
cognitive dimensions,0.18506808578968048,-2.2119860649108887,2.02165150642395,11.05018424987793,cs
cognitive modeling,0.28220880031585693,-2.160370111465454,2.168064594268799,10.97742748260498,cs
cognitive robotics,4.211510181427002,7.412981033325195,1.7093863487243652,9.916927337646484,cs
cognitive science,0.6538119316101074,-1.6945205926895142,2.512591600418091,10.947813034057617,cs
cognitive theories,0.4394942820072174,-2.094284772872925,2.1271250247955322,11.01616382598877,cs
combinatorial game theory,-3.933953046798706,2.6443610191345215,3.0557870864868164,7.678055286407471,cs
communications network,-0.4723871350288391,-1.247567892074585,-1.3330140113830566,8.400096893310547,cs
comparison sort,-1.490092158317566,-1.9308509826660156,-1.24929940700531,3.260636329650879,cs
comparison sorting algorithms,-7.590173244476318,4.338563442230225,-2.1661202907562256,4.37456750869751,cs
comparison sorts,-1.5302330255508423,-2.022331714630127,-1.2648329734802246,3.222402572631836,cs
compilation error,1.7444206476211548,-6.048563003540039,-7.607722759246826,-5.77017879486084,cs
compilation errors,1.729676365852356,-6.127467155456543,-7.578244686126709,-5.774652004241943,cs
compiler correctness,4.609898090362549,-4.47281551361084,0.7468833327293396,-7.137438774108887,cs
compiler design,-6.905349254608154,1.8833386898040771,3.2545511722564697,7.874550819396973,cs
compiler optimization,-6.632705211639404,1.5848450660705566,3.3648629188537598,7.985814094543457,cs
compiler optimization technique,-6.645893096923828,1.6021511554718018,3.3604631423950195,7.980944633483887,cs
compiler theory,-6.948980808258057,1.9296619892120361,3.2377591133117676,7.853317737579346,cs
complex functions,-0.6612737774848938,-8.972575187683105,-7.357698440551758,0.15516367554664612,cs
complex vector spaces,-0.33242735266685486,-9.380586624145508,-7.325906753540039,0.5561342835426331,cs
complexity theory,-3.88731050491333,-5.7040324211120605,5.886253356933594,-4.816339015960693,cs
composition filters,-3.201747179031372,1.9942569732666016,-2.9985692501068115,1.8814924955368042,cs
compound logic gates,-0.816214919090271,3.6140053272247314,9.652756690979004,3.0625553131103516,cs
compressed data,0.8036329746246338,-0.0002248026430606842,-11.394786834716797,-2.6947174072265625,cs
computation time,1.8887511491775513,4.928355693817139,-5.467804431915283,3.270907402038574,cs
computational complexity theory,-4.386634349822998,1.9309991598129272,1.4978846311569214,10.53320598602295,cs
computational engineering,-1.2163928747177124,3.6089491844177246,3.6486868858337402,9.413546562194824,cs
computational ethics,1.4497736692428589,4.352164268493652,0.136998251080513,9.759543418884277,cs
computational fluid dynamics,-1.2713316679000854,1.6135637760162354,4.078310966491699,9.33632755279541,cs
computational framework,-1.2266031503677368,1.9533497095108032,2.973742961883545,10.069133758544922,cs
computational intelligence,-0.9485307931900024,3.1310155391693115,1.737805724143982,9.470890045166016,cs
computational learning theory,-3.1491713523864746,4.251286029815674,2.5094547271728516,10.086359024047852,cs
computational linguistics,-1.6786202192306519,3.890920877456665,3.036935329437256,9.555658340454102,cs
computational materials science,-0.9902045130729675,3.6730053424835205,3.6199681758880615,9.401301383972168,cs
computational mathematics,-1.6787419319152832,3.8413643836975098,5.5588555335998535,9.211027145385742,cs
computational models,-1.4810254573822021,1.8260308504104614,3.0059256553649902,9.974568367004395,cs
computational morality,1.4591259956359863,4.234776020050049,0.19694198668003082,9.692477226257324,cs
computational neural network models,0.11388030648231506,11.388538360595703,1.429853916168213,5.1697096824646,cs
computational physics,-1.5795514583587646,3.312333106994629,4.391133785247803,9.046991348266602,cs
computational problems,-3.0605955123901367,1.6193755865097046,2.393893003463745,10.89150333404541,cs
computational resource,-1.1842401027679443,2.153473377227783,2.413160800933838,10.339628219604492,cs
computational resources,-1.2615221738815308,2.119760513305664,2.380410671234131,10.486644744873047,cs
computational statistics,-1.349399209022522,0.4825691878795624,6.567687511444092,9.886332511901855,cs
computational system,-1.1781916618347168,1.968261957168579,2.8862104415893555,10.155906677246094,cs
computationally intractable,-2.6038146018981934,-7.694214344024658,-5.893439292907715,-4.729250907897949,cs
compute arithmetic operations,-6.190362453460693,2.660783290863037,5.956039905548096,9.623845100402832,cs
computer architecture,0.7775067090988159,5.00696325302124,2.538098096847534,11.542093276977539,cs
computer code,-0.25917184352874756,6.067030906677246,1.1603703498840332,12.443709373474121,cs
computer ethics,1.5391579866409302,5.307823181152344,1.3311690092086792,10.461801528930664,cs
computer games,-0.47165966033935547,5.193177700042725,3.1419336795806885,13.46080207824707,cs
computer graphics,0.14583878219127655,4.846475601196289,3.0904717445373535,12.553150177001953,cs
computer hardware unit,1.7381666898727417,4.153934478759766,2.1415512561798096,12.382407188415527,cs
computer interaction,1.2655320167541504,5.554316997528076,2.686488628387451,12.974629402160645,cs
computer language,0.3468961715698242,5.2204813957214355,1.7341604232788086,12.270881652832031,cs
computer learning,0.008937790989875793,6.86086368560791,2.9155313968658447,12.501784324645996,cs
computer memory,1.1835622787475586,4.535377502441406,3.8414652347564697,12.863821029663086,cs
computer network,0.5022079348564148,3.8904595375061035,1.9522334337234497,13.160449981689453,cs
computer network architecture,0.24770700931549072,3.4718546867370605,1.7943511009216309,13.134601593017578,cs
computer processors,1.2695660591125488,3.9334161281585693,3.5464367866516113,12.570965766906738,cs
computer program,0.3209530711174011,5.2119598388671875,1.99117910861969,12.589150428771973,cs
computer program source code,-0.305135041475296,6.262166500091553,1.0904713869094849,12.329066276550293,cs
computer programming,-0.13073500990867615,5.688234329223633,2.1723875999450684,12.285615921020508,cs
computer programs,0.41413626074790955,5.042104244232178,2.1858794689178467,12.614411354064941,cs
computer science,0.3898821473121643,5.665037631988525,2.82019305229187,11.383538246154785,cs
computer science fields,0.4501851499080658,5.69521951675415,2.792346477508545,11.146081924438477,cs
computer security,1.584904670715332,5.3472466468811035,1.5845218896865845,10.787253379821777,cs
computer skills,0.9060790538787842,5.689520835876465,2.819258689880371,12.688851356506348,cs
computer systems,1.166521668434143,4.314754962921143,2.140296697616577,12.398846626281738,cs
computer vision,0.625906765460968,5.056998252868652,2.9603750705718994,12.964320182800293,cs
computing machinery,1.5456225872039795,2.44575572013855,2.6548895835876465,10.656340599060059,cs
computing resources,1.6464312076568604,2.309699058532715,2.5789506435394287,10.583967208862305,cs
concurrent pattern calculus,-6.592062950134277,4.552734851837158,4.89020299911499,7.215976715087891,cs
conditional expression,-9.275979995727539,3.445051908493042,-1.309000849723816,0.8333138227462769,cs
confidence score,6.000107288360596,-3.944767713546753,1.0843279361724854,-5.219701766967773,cs
conformational analysis,1.3277534246444702,0.5065959692001343,0.12362264096736908,4.3005757331848145,cs
connected wireless device,1.1962199211120605,-3.210872173309326,4.380040168762207,13.190434455871582,cs
constraint logic programming,2.3446788787841797,8.264030456542969,4.262364864349365,5.558577537536621,cs
constraint programming,2.360421895980835,8.283452033996582,4.271122455596924,5.545539379119873,cs
continuous function,0.11050036549568176,0.117397241294384,1.0732451677322388,-6.200786113739014,cs
continuous unimodal function,-1.8045344352722168,-0.37138551473617554,0.3259333670139313,-10.019034385681152,cs
control theory,-3.912203073501587,2.0988717079162598,-3.4472856521606445,4.2228240966796875,cs
conventional dynamic memory allocation libraries,-2.1073825359344482,7.4970574378967285,8.505425453186035,5.58746862411499,cs
convolutional neural networks,0.6516302824020386,11.885765075683594,0.9866933226585388,4.6787261962890625,cs
copyright investigation,1.563207745552063,5.181191444396973,0.30647793412208557,1.1317963600158691,cs
correlation matrix,-4.6069464683532715,-1.32915198802948,-1.318355679512024,3.2337563037872314,cs
cost allocation,4.938004016876221,0.5370972752571106,-1.6192684173583984,4.363484859466553,cs
cpu cache,1.5625054836273193,3.5790138244628906,4.186934471130371,12.823094367980957,cs
cross-correlation matrix,-4.578916072845459,-1.3710945844650269,-1.379324197769165,3.240878105163574,cs
current databases,-3.4203076362609863,6.010171890258789,3.0559303760528564,5.966995716094971,cs
data compression,0.20738643407821655,5.787454128265381,4.535139560699463,4.343101978302002,cs
data elements,-0.5201852917671204,3.7024788856506348,3.6472854614257812,3.950144052505493,cs
data encryption standard,0.5783267021179199,-1.1925126314163208,9.653894424438477,-2.8561975955963135,cs
data mining,-1.751788854598999,6.033439636230469,4.463770866394043,4.950261116027832,cs
data model,-0.9115992784500122,3.9493939876556396,3.901369333267212,4.613659858703613,cs
data modeling,-0.7667236924171448,4.533292293548584,4.3888068199157715,4.861824989318848,cs
data objects,-0.5916470289230347,4.155051231384277,4.066394329071045,3.7672784328460693,cs
data set,-1.1895636320114136,3.4047293663024902,2.9800968170166016,3.621739149093628,cs
data sets,-1.1156524419784546,3.422755718231201,3.068740129470825,3.6584627628326416,cs
data sparsity,-0.5303054451942444,5.409073829650879,3.5797224044799805,3.211301803588867,cs
data storage,-1.8149800300598145,5.761462688446045,4.220862865447998,3.9248476028442383,cs
data stream clustering,0.4695196747779846,5.60324764251709,4.859254360198975,3.3578572273254395,cs
data streaming algorithms,0.6885952353477478,5.425717353820801,4.7152814865112305,4.512962818145752,cs
data structures,-0.7047867178916931,4.354090213775635,4.204774856567383,4.161759376525879,cs
data visualization,-0.22499823570251465,4.419398784637451,3.995504379272461,4.645317554473877,cs
data warehouse,-1.8022907972335815,5.8437418937683105,4.38383674621582,4.475678443908691,cs
database columns,-3.7942330837249756,6.487033843994141,3.9250993728637695,5.608676433563232,cs
database dumps,4.930750846862793,-4.26837682723999,-7.96122407913208,-5.943219184875488,cs
database model,-3.4227325916290283,6.965939998626709,4.119554042816162,5.796576023101807,cs
database normalization,-2.709022283554077,7.635009288787842,3.6672005653381348,5.356700897216797,cs
database relation,-3.411834478378296,6.826533794403076,3.921586751937866,5.771770477294922,cs
database systems,-3.3131473064422607,6.997872829437256,4.314043998718262,5.900587558746338,cs
database table,-3.8099145889282227,6.433868408203125,3.9744863510131836,5.507737159729004,cs
database tuning,-3.9649322032928467,7.9510817527771,3.3407394886016846,4.874570369720459,cs
de morgan's law,0.009618102572858334,6.141267776489258,3.261265516281128,-3.6382997035980225,cs
decimal computers,-0.19822931289672852,2.856459617614746,-5.2898688316345215,-8.352725982666016,cs
decision boundaries,0.2487264722585678,-2.826655626296997,-4.439878940582275,4.093916416168213,cs
decision boundary,0.2110130786895752,-2.830660820007324,-4.446012020111084,4.102080821990967,cs
decision making problems,-0.5722596049308777,-5.933803558349609,-8.290837287902832,-2.324106454849243,cs
decision network,0.4358568489551544,-2.9157278537750244,-4.263767719268799,4.49261999130249,cs
decision tree technique,-0.13854950666427612,-4.784090995788574,-5.543120384216309,5.571783542633057,cs
decision trees,-0.13573068380355835,-4.774660110473633,-5.536067485809326,5.565306186676025,cs
decompressed data,1.126036524772644,-3.2734484672546387,-7.151275634765625,-7.58947229385376,cs
deep learning,-5.133611679077148,10.77196979522705,-0.671059787273407,3.9001591205596924,cs
deep neural networks,-0.6631202697753906,12.13756275177002,1.1308305263519287,3.984712600708008,cs
deep reinforcement learning,-5.166853904724121,10.612578392028809,-0.6748286485671997,3.969172716140747,cs
delay-tolerant networking,3.404884099960327,2.685950517654419,-7.927237033843994,-7.611256122589111,cs
description logics,-3.1157779693603516,1.8109713792800903,3.129948139190674,5.054107189178467,cs
descriptive statistics,-0.4362775385379791,-5.07529354095459,0.1009480282664299,11.704855918884277,cs
desktop computers,1.1658931970596313,4.348748683929443,2.8536291122436523,14.80645751953125,cs
deterministic algorithm,3.9675660133361816,0.6457911729812622,-5.538873195648193,3.3773977756500244,cs
deterministic encryption,0.21160706877708435,-1.1500558853149414,10.367984771728516,-2.9664900302886963,cs
deterministic encryption scheme,0.22342054545879364,-1.14730966091156,10.296117782592773,-2.9508986473083496,cs
deterministic encryption schemes,0.24647939205169678,-1.163030982017517,10.250640869140625,-2.9605276584625244,cs
deterministic global optimization,-5.704927921295166,-1.9104676246643066,3.5023512840270996,9.701099395751953,cs
differentiable function,-0.7908191680908203,-4.1781110763549805,-7.874115467071533,-4.079434394836426,cs
differential calculus,-6.747255802154541,1.1671812534332275,-1.4107824563980103,8.664179801940918,cs
differential equations,-7.006250858306885,1.0190887451171875,-1.4519656896591187,9.01729965209961,cs
digital data,6.24380350112915,8.686016082763672,1.057838797569275,3.7472949028015137,cs
digital filter,7.125981330871582,7.527024745941162,0.49709755182266235,3.599304437637329,cs
digital filters,7.085425853729248,7.515830993652344,0.4673786759376526,3.631730318069458,cs
digital information,6.207530975341797,8.813386917114258,1.1946666240692139,3.7318127155303955,cs
digital signal,6.67982816696167,8.101129531860352,0.5493225455284119,3.6826863288879395,cs
digital signatures,6.274016857147217,8.718441009521484,1.113365650177002,3.736943006515503,cs
dimensional space,-3.1525814533233643,-5.1103715896606445,0.7743045687675476,4.759130001068115,cs
directed acyclic graph,-3.1040802001953125,4.000392913818359,-4.745342254638672,7.103970527648926,cs
discrete time recurrent neural networks,1.2118204832077026,12.793396949768066,-0.06751637160778046,3.631216049194336,cs
discriminant function analysis,-0.4845101833343506,-4.738574504852295,-9.0255708694458,-3.711148738861084,cs
distance metric,-3.627487897872925,-4.399102210998535,-1.8556816577911377,5.318395614624023,cs
distance metric learning,-6.673569202423096,7.297393321990967,-0.7507160305976868,5.787893772125244,cs
distributed algorithms,-0.11579757183790207,7.526112079620361,5.806590557098389,1.6589255332946777,cs
distributed application,0.12052790820598602,7.740872859954834,5.708495616912842,1.911414623260498,cs
distributed application architecture,0.4100765287876129,7.9085469245910645,5.722482204437256,2.1739768981933594,cs
distributed artificial intelligence,0.3777100741863251,10.095678329467773,0.8263131380081177,9.450803756713867,cs
distributed artificial intelligence systems,0.3630335330963135,10.041354179382324,0.8774992227554321,9.45748519897461,cs
distributed computing,0.9087336659431458,7.950189113616943,6.492916107177734,2.50032114982605,cs
distributed computing environment,0.9825801849365234,7.957895278930664,6.566303730010986,2.560476779937744,cs
distributed data stores,0.14781993627548218,7.422606945037842,5.367527008056641,2.1538279056549072,cs
distributed information processing,0.18378521502017975,7.534602165222168,5.318853378295898,2.172856330871582,cs
distributed object communication,0.4077281951904297,8.147428512573242,5.018056869506836,2.2814865112304688,cs
distributed search,-0.2363194078207016,7.5895280838012695,5.803718090057373,1.5503687858581543,cs
distribution-based clustering,0.8545920848846436,5.972775936126709,5.117815017700195,2.471566915512085,cs
double-ended priority queue,5.037996768951416,-5.33030891418457,-4.090580940246582,-5.7153449058532715,cs
doubly linked list,3.0230863094329834,1.2648158073425293,5.818378925323486,-0.243086576461792,cs
dynamic array,-0.46981021761894226,-3.999389171600342,8.490708351135254,1.1023112535476685,cs
dynamic compilation,-0.2973806858062744,-4.0464067459106445,8.865706443786621,1.0911098718643188,cs
dynamic prefetched arrays,-0.6153830289840698,-4.075594902038574,8.354172706604004,1.102632761001587,cs
dynamic table,-0.24018308520317078,-4.42622709274292,9.485027313232422,1.048034906387329,cs
dynamically allocated array,-0.7758438587188721,-4.288552284240723,7.777748107910156,1.036928415298462,cs
ecb mode,-3.472768783569336,4.383918762207031,2.7191214561462402,-1.5802797079086304,cs
edge contraction,-2.20074462890625,4.609770774841309,-0.16085197031497955,-2.7899603843688965,cs
eigenmode expansion,1.4285128116607666,9.80184268951416,0.4017943739891052,-2.42411208152771,cs
